azon;cím;rendezo;hozzaadas_datum;ertekeles;nyelv
361292;Suspiria;Luca Guadagnino;2018.10.26;6,905;en
384521;The Cloverfield Paradox;Julius Onah;2018.02.04;5,613;en
458423;Mamma Mia! Here We Go Again;Ol Parker;2018.07.18;7,095;en
369972;First Man;Damien Chazelle;2018.10.10;7;en
504172;The Mule;Clint Eastwood;2018.12.14;6,854;en
454992;The Spy Who Dumped Me;Susanna Fogel;2018.08.02;6,399;en
447200;Skyscraper;Rawson Marshall Thurber;2018.07.11;6,319;en
491418;Instant Family;Sean Anders;2018.11.13;7,516;en
399360;Alpha;Albert Hughes;2018.08.17;6,522;en
399035;The Commuter;Jaume Collet-Serra;2018.01.11;6,365;en
526051;Look Away;Assaf Bernstein;2018.10.12;6,524;en
446021;Bad Times at the El Royale;Drew Goddard;2018.10.04;6,842;en
449176;Love, Simon;Greg Berlanti;2018.02.16;7,997;en
454227;Outlaw King;David Mackenzie;2018.09.06;6,818;en
539517;Constantine: City of Demons - The Movie;Doug Murphy;2018.10.04;7,698;en
300681;Replicas;Jeffrey Nachmanoff;2018.10.25;6,032;en
446894;Smallfoot;Karey Kirkpatrick;2018.09.20;6,787;en
557635;After Porn Ends 3;Brittany Andrews;2018.10.30;5,431;en
434555;The Possession of Hannah Grace;Diederik Van Rooijen;2018.11.29;5,601;en
530442;My Teacher, My Obsession;Damián Romay;2018.06.12;5;en
437586;mid90s;Jonah Hill;2018.10.19;7,493;en
199928;The Outsider;Martin Zandvliet;2018.03.09;6,193;en
416234;Winchester;Michael Spierig, Peter Spierig;2018.02.02;5,889;en
385448;The Little Mermaid;Chris Bouchard, Blake Harris;2018.08.02;5;en
396806;Anon;Andrew Niccol;2018.05.03;5,971;en
532814;The Bad Seed;Rob Lowe;2018.09.09;7;en
396461;Under the Silver Lake;David Robert Mitchell;2018.08.08;6,373;en
500919;211;York Alec Shackleton;2018.05.30;5,315;en
459928;12 Feet Deep;Matt Eskandari;2018.11.08;6;en
376865;High Life;Claire Denis;2018.09.26;5,738;en
475210;How It Ends;David M. Rosenthal;2018.07.13;5,283;en
420814;Christopher Robin;Marc Forster;2018.08.01;7,302;en
395841;Hold the Dark;Jeremy Saulnier;2018.09.22;5,441;en
401371;Mute;Duncan Jones;2018.02.23;5,571;en
400090;The Nightingale;Jennifer Kent;2018.09.23;7;en
556803;The Princess Switch;Mike Rohl;2018.10.25;7,003;en
467632;Bad Samaritan;Dean Devlin;2018.04.19;6,72;en
425505;Kin;Jonathan Baker, Josh Baker;2018.08.29;6,122;en
443463;Leave No Trace;Debra Granik;2018.06.29;6,788;en
429197;Vice;Adam McKay;2018.12.25;7;en
523777;Next Gen;Kevin R. Adams, Joe Ksander;2018.09.07;7;en
458737;First Reformed;Paul Schrader;2018.05.18;7;en
569367;Night Shift;Stephen Hall;2018.09.07;5,583;en
411143;Tau;Federico D'Alessandro;2018.06.29;6,165;en
505914;A.I. Rising;Lazar Bodroža;2018.02.25;5;en
534338;An Interview with God;Perry Lang;2018.08.20;7;en
283601;Galveston;Mélanie Laurent;2018.10.10;6,101;en
439058;Hey Arnold! The Jungle Movie;Raymie Muzquiz;2018.04.26;7,603;en
454293;Night School;Malcolm D. Lee;2018.09.27;6,143;en
451480;The Guernsey Literary & Potato Peel Pie Society;Mike Newell;2018.04.19;7,429;en
426793;Parallel;Isaac Ezban;2018.04.10;6;en
351044;Welcome to Marwen;Robert Zemeckis;2018.12.21;6,522;en
417812;Wildlife;Paul Dano;2018.09.23;6,646;en
425148;Show Dogs;Raja Gosnell;2018.05.18;6;en
401905;Fahrenheit 451;Ramin Bahrani;2018.05.12;5,424;en
456750;Game Over, Man!;Kyle Newacheck;2018.03.23;5,481;en
461928;Anna and the Apocalypse;John McPhail;2018.11.30;6;en
570352;Agatha and the Truth of Murder;Terry Loane;2018.12.23;6,319;en
502682;Book Club;Bill Holderman;2018.05.18;6,243;en
50022;Super Troopers 2;Jay Chandrasekhar;2018.04.19;5,865;en
425194;The Little Witch;Michael Schaerer;2018.02.01;7;de
473149;Traffik;Deon Taylor;2018.04.20;6,137;en
345934;Air Strike;Feng Xiao;2018.10.26;5;en
515333;Amateur;Ryan Koo;2018.04.06;6,374;en
442064;Proud Mary;Babak Najafi;2018.01.12;5,492;en
369523;The Tale;Jennifer Fox;2018.01.20;7,088;en
472451;Boy Erased;Joel Edgerton;2018.09.24;7;en
467952;The Catcher Was a Spy;Ben Lewin;2018.06.22;6,184;en
514754;Bao;Domee Shi;2018.06.15;7,57;en
391710;A Futile and Stupid Gesture;David Wain;2018.01.24;6,457;en
421792;Down a Dark Hall;Rodrigo Cortés;2018.08.01;5,567;en
540158;High Strung Free Dance;Michael Damian;2018.09.13;7,32;en
432301;Chappaquiddick;John Curran;2018.04.06;6,087;en
463053;Ibiza;Alex Richanbach;2018.05.25;5,717;en
394741;Stan & Ollie;Jon S. Baird;2018.12.28;7;en
431185;He's Out There;Dennis Iliadis;2018.10.25;5,846;en
545963;Norm of the North: Keys to the Kingdom;Tim Maltby;2018.08.31;5;en
450489;Irreplaceable You;Stephanie Laing;2018.02.16;7;en
474051;Calibre;Matt Palmer;2018.06.22;6,469;en
518527;Harry & Meghan: A Royal Romance;Menhaj Huda;2018.05.13;7;en
416724;Boar;Chris Sun;2018.06.17;5,183;en
412157;A Dark Place;Simon Fellows;2018.10.07;6;en
391912;Rosy;Jessica Manafort;2018.07.17;5,387;en
458005;Zoe;Drake Doremus;2018.07.19;5,938;en
486225;The Awakening of Motti Wolkenbruch;Michael Steiner;2018.07.05;6;de
512412;Backtrace;Brian A. Miller;2018.12.14;5,004;en
462919;Sierra Burgess Is a Loser;Ian Samuels;2018.09.07;6,305;en
513427;King Lear;Richard Eyre;2018.05.28;6;en
497814;Breaking In;James McTeigue;2018.05.05;6;en
548928;The Marine 6: Close Quarters;James Nunn;2018.11.02;6,769;en
431072;Step Sisters;Charles Stone III;2018.01.19;6,374;en
520777;Behind the Curve;Daniel J. Clark;2018.04.30;6,329;en
454693;The Silent Revolution;Lars Kraume;2018.03.01;7,391;de
552504;Zoo;Antonio Tublén;2018.10.05;6,155;en
538604;The After Party;Ian Edelman;2018.08.24;6,114;en
503752;What Keeps You Alive;Colin Minihan;2018.08.24;5,842;en
356199;Amazing Grace;Alan Elliott;2018.12.07;7,211;en
448557;After Everything;Joey Power, Hannah Marks;2018.10.12;6,731;en
409056;Along Came the Devil;Jason DeVan;2018.08.10;5,641;en
548682;No One Would Tell;Gail Harvey;2018.09.16;7,016;en
550022;Mingle All the Way;Allan Harmon;2018.12.01;7;en
470333;Hearts Beat Loud;Brett Haley;2018.06.08;7;en
468219;Dead in a Week (Or Your Money Back);Tom Edmunds;2018.09.12;6,276;en
541560;The Wind;Emma Tammi;2018.05.05;5,677;en
481370;Bigger;George Gallo;2018.10.13;7;en
390059;Permission;Brian Crano;2018.02.09;5;en
429417;Ghost Stories;Andy Nyman, Jeremy Dyson;2018.01.20;6,443;en
454545;Help, I Shrunk My Parents;Tim Trageser;2018.01.18;5,244;de
429203;The Old Man & the Gun;David Lowery;2018.09.27;6,434;en
426375;Malicious;Michael Winnick;2018.06.23;5,656;en
635802;Elon Musk: The Real Life Iron Man;Sonia Anderson;2018.12.04;5,625;en
492414;Alive;Rob Grant;2018.09.07;6;en
546630;100 Things;Florian David Fitz;2018.12.06;6,609;de
483435;All About Nina;Eva Vives;2018.09.28;6;en
522320;Bob Lazar: Area 51 and Flying Saucers;Jeremy Kenyon Lockyer Corbell;2018.11.01;6,295;en
531836;Pearl in Paradise;Gary Yates;2018.08.18;6;en
490003;Won't You Be My Neighbor?;Morgan Neville;2018.06.29;8,012;en
470401;Abducted in Plain Sight;Skye Borgman;2018.05.10;6,49;en
451204;The Last Movie Star;Adam Rifkin;2018.03.30;6,454;en
533592;Scooby-Doo! and the Gourmet Ghost;Doug Murphy;2018.08.28;8;en
471616;Indian Horse;Stephen S. Campanelli;2018.04.13;7;en
383585;The Yellow Birds;Alexandre Moors;2018.05.24;6;en
473902;The Amityville Murders;Daniel Farrands;2018.11.05;5;en
500909;I Do Not Care If We Go Down in History as Barbarians;Radu Jude;2018.09.28;6,927;ro
508933;Ricky Gervais: Humanity;John L. Spencer;2018.03.13;7,656;en
511785;Alex Strangelove;Craig Johnson;2018.04.16;6,571;en
467917;A Kid Like Jake;Silas Howard;2018.06.01;6;en
486753;Not Cinderella's Type;Brian Brough;2018.02.20;6,673;en
378107;Another Day of Life;Raúl de la Fuente, Damian Nenow;2018.10.26;7,453;en
551824;Sex Weather;Jon García;2018.10.01;5,892;en
480823;Dirt;Alex Ranarivelo;2018.03.07;6;en
493675;Profile;Timur Bekmambetov;2018.03.11;7;en
519956;The Last Witness;Piotr Szkopiak;2018.05.11;6;en
528998;Affairs of State;Eric Bross;2018.06.15;5;en
534235;14 Cameras;Seth Fuller, Scott Hussion;2018.07.13;5;en
550032;Christmas Wonderland;Sean Olson;2018.12.02;6;en
514124;How About Adolf?;Sönke Wortmann;2018.10.18;6,756;de
467867;Paterno;Barry Levinson;2018.04.07;6,232;en
529531;Hannah Gadsby: Nanette;Madeleine Parry, Jon Olb;2018.06.19;8;en
550030;Homegrown Christmas;Mel Damski;2018.12.08;5;en
468735;Madeline's Madeline;Josephine Decker;2018.08.10;5,795;en
480736;25 km/h;Markus Goller;2018.10.31;6,845;de
436494;Feral;Mark Young;2018.05.25;6,199;en
1162094;Three Bullets To Redemption;Andre Madness;2018.06.01;7;en
298096;The Cleanse;Bobby Miller;2018.05.04;5;en
502164;Operation Odessa;Tiller Russell;2018.03.10;7,234;en
508003;McQueen;Ian Bonhôte, Peter Ettedgui;2018.06.08;7,528;en
384018;Fast & Furious Presents: Hobbs & Shaw;David Leitch;2019.08.01;6,85;en
537915;After;Jenny Gage;2019.04.11;7,122;en
458156;John Wick: Chapter 3 - Parabellum;Chad Stahelski;2019.05.15;7,443;en
474350;It Chapter Two;Andy Muschietti;2019.09.04;6,839;en
522938;Rambo: Last Blood;Adrian Grünberg;2019.09.19;6,534;en
546554;Knives Out;Rian Johnson;2019.11.27;7,844;en
521029;Annabelle Comes Home;Gary Dauberman;2019.06.26;6,401;en
399579;Alita: Battle Angel;Robert Rodriguez;2019.01.31;7,238;en
512200;Jumanji: The Next Level;Jake Kasdan;2019.12.04;6,898;en
420817;Aladdin;Guy Ritchie;2019.05.22;7,095;en
420809;Maleficent: Mistress of Evil;Joachim Rønning;2019.10.16;7,303;en
373571;Godzilla: King of the Monsters;Michael Dougherty;2019.05.29;6,693;en
359724;Ford v Ferrari;James Mangold;2019.11.13;8;en
527641;Five Feet Apart;Justin Baldoni;2019.03.14;8,242;en
491480;The Boy Who Harnessed the Wind;Chiwetel Ejiofor;2019.02.14;7,903;en
479455;Men in Black: International;F. Gary Gray;2019.06.12;5,909;en
567609;Ready or Not;Matt Bettinelli-Olpin, Tyler Gillett;2019.08.21;7,039;en
320288;Dark Phoenix;Simon Kinberg;2019.06.05;5,973;en
287947;Shazam!;David F. Sandberg;2019.03.29;7;en
412117;The Secret Life of Pets 2;Chris Renaud;2019.05.24;6,955;en
638507;How to Train Your Dragon: Homecoming;Tim Johnson;2019.12.03;8,022;en
338967;Zombieland: Double Tap;Ruben Fleischer;2019.10.09;6,923;en
530915;1917;Sam Mendes;2019.12.25;8;en
447404;Pokémon Detective Pikachu;Rob Letterman;2019.05.03;6,92;en
454640;The Angry Birds Movie 2;Thurop Van Orman;2019.08.02;7,067;en
423204;Angel Has Fallen;Ric Roman Waugh;2019.08.21;6,593;en
559969;El Camino: A Breaking Bad Movie;Vince Gilligan;2019.10.11;7;en
522162;Midway;Roland Emmerich;2019.11.06;7,123;en
329996;Dumbo;Tim Burton;2019.03.27;6,606;en
511987;Crawl;Alexandre Aja;2019.07.11;6,324;en
473033;Uncut Gems;Benny Safdie, Josh Safdie;2019.08.30;7,156;en
481084;The Addams Family;Conrad Vernon, Greg Tiernan;2019.10.10;6,61;en
458723;Us;Jordan Peele;2019.03.14;6,964;en
515001;Jojo Rabbit;Taika Waititi;2019.10.18;8;en
453405;Gemini Man;Ang Lee;2019.10.02;6,282;en
460321;Close;Vicky Jewson;2019.02.22;5,968;en
501170;Doctor Sleep;Mike Flanagan;2019.10.30;7,144;en
431693;Spies in Disguise;Nick Bruno, Troy Quane;2019.12.04;7,583;en
438650;Cold Pursuit;Hans Petter Moland;2019.02.07;5,83;en
280217;The Lego Movie 2: The Second Part;Mike Mitchell;2019.02.06;6,666;en
508965;Klaus;Sergio Pablos;2019.11.08;8,243;en
416144;Hotel Mumbai;Anthony Maras;2019.03.14;7,548;en
504608;Rocketman;Dexter Fletcher;2019.05.17;7,327;en
576004;Porno;Keola Racela;2019.06.28;6;en
458305;Vivarium;Lorcan Finnegan;2019.09.07;6,062;en
548473;Color Out of Space;Richard Stanley;2019.09.07;6,041;en
552178;Dark Waters;Todd Haynes;2019.11.22;7,543;en
431075;Polaroid;Lars Klevberg;2019.01.10;6,008;en
533642;Child's Play;Lars Klevberg;2019.06.19;6;en
574074;Kitbull;Rosana Sullivan;2019.01.18;7,973;en
302349;Iron Sky: The Coming Race;Timo Vuorensola;2019.01.25;5,128;en
438674;Dragged Across Concrete;S. Craig Zahler;2019.02.21;6,589;en
605804;The Wretched;Drew T. Pierce, Brett Pierce;2019.12.15;6,053;en
457799;Extremely Wicked, Shockingly Evil and Vile;Joe Berlinger;2019.05.02;7;en
463257;The Peanut Butter Falcon;Tyler Nilson, Michael Schwartz;2019.08.09;7,409;en
527261;The Silence;John R. Leonetti;2019.05.16;6,023;en
508138;Burn;Mike Gan;2019.08.23;6;en
502292;The Last Summer;Bill Bindley;2019.05.03;6;en
505600;Booksmart;Olivia Wilde;2019.05.24;7;en
459992;Long Shot;Jonathan Levine;2019.05.02;6,73;en
524251;I See You;Adam Randall;2019.09.11;7;en
508802;Penguins;Jeff Wilson, Alastair Fothergill;2019.04.17;7;en
530382;In the Shadow of the Moon;Jim Mickle;2019.09.27;6,165;en
531306;Rim of the World;McG;2019.05.24;6;en
472674;The Goldfinch;John Crowley;2019.09.12;7,152;en
449459;The Vanishing;Kristoffer Nyholm;2019.01.04;5,73;en
458253;Missing Link;Chris Butler;2019.04.04;7;en
615774;Scooby-Doo! Return to Zombie Island;Ethan Spaulding, Cecilia Aranovich;2019.09.03;6,982;en
578189;Black and Blue;Deon Taylor;2019.10.25;6,783;en
505948;I Am Mother;Grant Sputore;2019.06.07;6,702;en
468224;Tolkien;Dome Karukoski;2019.05.03;7;en
609734;Above the Shadows;Claudia Myers;2019.05.31;6,731;en
542417;Skin;Guy Nattiv;2019.07.26;6,961;en
454458;UglyDolls;Kelly Asbury;2019.05.01;6,612;en
611914;The Courier;Zackary Adler;2019.11.22;6;en
465003;The Red Sea Diving Resort;Gideon Raff;2019.07.28;6,835;en
538207;We Die Young;Lior Geller;2019.05.09;6,793;en
566222;The Great Hack;Karim Amer, Jehane Noujaim;2019.01.26;6,885;en
517909;The Laundromat;Steven Soderbergh;2019.09.27;6;en
534490;Avengement;Jesse V. Johnson;2019.05.24;6,765;en
538225;Deadwood: The Movie;Daniel Minahan;2019.05.31;6,738;en
513045;Stuber;Michael Dowse;2019.07.11;6,631;en
501907;A Beautiful Day in the Neighborhood;Marielle Heller;2019.09.07;6,967;en
584962;Between Two Ferns: The Movie;Scott Aukerman;2019.09.20;5,966;en
565743;The Vast of Night;Andrew Patterson;2019.06.01;6,557;en
602307;LEGO DC Batman: Family Matters;Matt Peters;2019.07.21;6,688;en
433249;IO;Jonathan Helpert;2019.01.18;5;en
433499;Finding Steve McQueen;Mark Steven Johnson;2019.03.15;6;en
706463;USA: Life in a High Security Prison;Gaelle Schweller;2019.06.05;6;en
419704;Ad Astra;James Gray;2019.09.17;6,108;en
624620;PAW Patrol: Ready, Race, Rescue!;;2019.08.02;7,074;en
565310;The Farewell;Lulu Wang;2019.07.12;7,423;en
536743;Queen & Slim;Melina Matsoukas;2019.11.27;7,137;en
524348;The Report;Scott Z. Burns;2019.09.12;7;en
487672;Reign of the Supermen;Sam Liu;2019.01.13;7;en
524247;The Intruder;Deon Taylor;2019.05.03;6;en
561362;Rust Creek;Jen McGowan;2019.01.04;6,343;en
528888;Dolemite Is My Name;Craig Brewer;2019.10.04;7;en
483202;Eli;Ciarán Foy;2019.10.18;6;en
458131;The Best of Enemies;Robin Bissell;2019.04.05;7,367;en
508791;The Sun Is Also a Star;Ry Russo-Young;2019.05.16;7;en
504562;Motherless Brooklyn;Edward Norton;2019.10.31;6,681;en
611605;1BR;David Marmor;2019.07.18;6,013;en
487083;Paradise Hills;Alice Waddington;2019.08.29;6;en
508101;Plus One;Andrew Rhymer, Jeff Chan;2019.06.14;6,834;en
419706;Mary;Michael Goi;2019.09.19;5;en
529862;Brittany Runs a Marathon;Paul Downs Colaizzo;2019.08.23;6,604;en
527385;After the Wedding;Bart Freundlich;2019.08.09;6,365;en
567738;American Hangman;Wilson Coneybeare;2019.01.04;6;en
405177;Where'd You Go, Bernadette;Richard Linklater;2019.08.16;6,596;en
640882;3022;John Suits;2019.11.22;5,291;en
650272;Beyond the Law;James Cullen Bressack;2019.12.06;5,191;en
510388;Villains;Robert Olsen, Dan Berk;2019.09.20;6,235;en
484437;The Hole in the Ground;Lee Cronin;2019.03.01;5,634;en
491473;Gloria Bell;Sebastián Lelio;2019.03.07;6;en
532953;Purl;Kristen Lester;2019.01.18;6,709;en
512263;Honey Boy;Alma Har'el;2019.09.28;7,094;en
581518;When Hitler Stole Pink Rabbit;Caroline Link;2019.12.25;7,032;de
531503;Point Blank;Joe Lynch;2019.07.12;6;en
550755;Windstorm 4;Theresa von Eltz;2019.02.28;6,85;de
513413;Spider in the Web;Eran Riklis;2019.04.20;5;en
474214;Trading Paint;Karzan Kader;2019.02.22;5,342;en
590164;Mercy Black;Owen Egerton;2019.03.24;5,966;en
567598;Greed;Michael Winterbottom;2019.09.07;5,671;en
644682;Sleeping With My Student;Tom Shell;2019.10.18;5,711;en
536176;Brexit: The Uncivil War;Toby Haynes;2019.01.19;6,547;en
567966;Bixler High Private Eye;Leslie Kolins Small;2019.01.21;7,451;en
625561;Travis Scott: Look Mom I Can Fly;"Isaac ""Chill"" Yowman, White Trash Tyler";2019.08.28;6,822;en
600836;Project Ithaca;Nicholas Humphries;2019.06.07;5,846;en
522039;The Last Black Man in San Francisco;Joe Talbot;2019.06.07;7,018;en
590009;Funhouse;Jason William Lee;2019.10.25;5,247;en
515724;Semper Fi;Henry Alex Rubin;2019.10.04;6;en
574638;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;Martin Scorsese;2019.06.11;7,106;en
624932;Dave Chappelle: Sticks & Stones;Stan Lathan;2019.08.26;7,603;en
588787;Ordinary Love;Lisa Barros D'Sa, Glenn Leyburn;2019.12.06;6,822;en
514222;Surprise Me!;Nancy Goodman;2019.06.21;5;en
492565;The Kid;Vincent D'Onofrio;2019.03.08;6;en
470897;Strange but True;Rowan Athale;2019.10.17;6;en
536396;Blackbird;Roger Michell;2019.09.06;6,784;en
581420;Walk. Ride. Rodeo.;Conor Allyn;2019.03.08;7;en
565383;The Death of Dick Long;Daniel Scheinert;2019.09.27;6,191;en
655730;Agatha and the Curse of Ishtar;Sam Yates;2019.12.15;5,908;en
553645;ReMastered: Devil at the Crossroads;Brian Oakes;2019.04.26;6,888;en
576712;Everybody’s Everything;Ramez Silyan, Sebastian Jones;2019.11.12;8,548;en
498743;Never Grow Old;Ivan Kavanagh;2019.03.15;6,047;en
548064;You Might Be the Killer;Brett Simmons;2019.05.21;5,84;en
437626;Stockholm;Robert Budreau;2019.04.12;5,844;en
567860;Fyre;Chris Smith;2019.01.18;6,921;en
660033;How I Became a Gangster;Maciej Kawulski;2019.12.25;7;pl
586586;Bliss;Joe Begos;2019.09.27;5,754;en
619263;The Wave;Gille Klabin;2019.09.21;6,007;en
525183;Paddleton;Alexandre Lehmann;2019.02.22;7;en
521844;The Wedding Year;Robert Luketic;2019.09.20;5,935;en
587065;Bayala: A Magical Adventure;Aina Järvine, Federico Milella;2019.10.24;6;de
565719;Hail Satan?;Penny Lane;2019.04.17;7;en
575942;Sword of Trust;Lynn Shelton;2019.07.12;5,927;en
505060;The Gallows Act II;Travis Cluff, Chris Lofing;2019.10.25;5;en
524659;Crown Vic;Joel Souza;2019.11.01;6,207;en
567410;System Crasher;Nora Fingscheidt;2019.09.19;7,649;de
339395;Georgetown;Christoph Waltz;2019.05.14;6;en
559713;Fisherman's Friends;Chris Foggin;2019.03.15;6,715;en
543917;Bloodline;Henry Jacobson;2019.09.20;5,962;en
592136;Kevin Hart: Irresponsible;Leslie Small;2019.04.02;6,729;en
611651;Sator;Jordan Graham;2019.07.21;5;en
529149;Darlin';Pollyanna McIntosh;2019.09.11;5,365;en
571756;Leberkäsjunkie;Ed Herzog;2019.08.01;7;de
601083;Culture Shock;Gigi Saul Guerrero;2019.07.04;5,68;en
486832;Them That Follow;Britt Poulton, Dan Madison Savage;2019.08.02;5;en
509932;The True Adventures of Wolfboy;Martin Krejčí;2019.12.08;6;en
451918;Little Woods;Nia DaCosta;2019.04.19;5,595;en
618363;Collective;Alexander Nanau;2019.02.13;7,589;ro
603519;Beats;Chris Robinson;2019.06.19;6,71;en
554739;The Final Wish;Timothy Woodward Jr.;2019.01.24;5;en
614205;Dark Light;Padraig Reynolds;2019.08.25;6,151;en
569485;Skin;Guy Nattiv;2019.02.08;6,504;en
599777;They Come Knocking;Adam Mason;2019.06.07;5,79;en
565591;Memory: The Origins of Alien;Alexandre O. Philippe;2019.01.24;6,242;en
594694;Paris, Wine & Romance;Alex Zamm;2019.05.04;6,908;en
602609;Good Sam;Kate Miles Melville;2019.05.16;6;en
660851;Forky Asks a Question: What Is Money?;Bob Peterson;2019.11.12;6;en
650073;John Mulaney & The Sack Lunch Bunch;Rhys Thomas;2019.12.24;7,115;en
647063;The Great War;Steven Luke;2019.12.13;6,671;en
576069;Bait;Mark Jenkin;2019.03.26;6,937;en
612515;Dark Encounter;Carl Strathie;2019.08.23;5,307;en
635887;Prescription for Love;Brian Brough;2019.08.04;6,948;en
454626;Sonic the Hedgehog;Jeff Fowler;2020.02.12;7,308;en
514593;You Should Have Left;David Koepp;2020.06.18;6;en
38700;Bad Boys for Life;Adil El Arbi, Bilall Fallah;2020.01.15;7,135;en
545609;Extraction;Sam Hargrave;2020.04.23;7,317;en
464052;Wonder Woman 1984;Patty Jenkins;2020.12.16;6,416;en
660982;American Pie Presents: Girls' Rules;Mike Elliott;2020.10.06;6,191;en
577922;Tenet;Christopher Nolan;2020.08.22;7,182;en
514847;The Hunt;Craig Zobel;2020.03.11;6,637;en
516486;Greyhound;Aaron Schneider;2020.07.09;7,406;en
340102;The New Mutants;Josh Boone;2020.04.02;6,098;en
443791;Underwater;William Eubank;2020.01.08;6,287;en
615677;We Can Be Heroes;Robert Rodriguez;2020.12.25;6;en
447362;Life in a Year;Mitja Okorn;2020.11.27;8,245;en
547016;The Old Guard;Gina Prince-Bythewood;2020.07.10;7,135;en
664413;365 Days;Barbara Białowąs, Tomasz Mandes;2020.02.07;7,028;pl
539885;Ava;Tate Taylor;2020.07.02;5,836;en
502425;Escape from Pretoria;Francis Annan;2020.03.06;7,194;en
723072;Host;Rob Savage;2020.12.04;6,493;en
605116;Project Power;Ariel Schulman, Henry Joost;2020.08.14;6,453;en
385103;Scoob!;Tony Cervone;2020.07.08;7;en
556678;Emma.;Autumn de Wilde;2020.02.13;7;en
618344;Justice League Dark: Apokolips War;Matt Peters, Christina Sotta;2020.05.05;8,218;en
615665;Holidate;John Whitesell;2020.10.27;7;en
740985;Borat Subsequent Moviefilm;Jason Woliner;2020.10.23;6,441;en
425001;The War with Grandpa;Tim Hill;2020.08.27;6,447;en
623491;The Babysitter: Killer Queen;McG;2020.09.10;6,36;en
531499;The Tax Collector;David Ayer;2020.08.07;5,62;en
677638;We Bare Bears: The Movie;Daniel Chong;2020.06.30;7,83;en
522241;The Courier;Dominic Cooke;2020.01.24;7,055;en
475430;Artemis Fowl;Kenneth Branagh;2020.05.29;5,553;en
441130;Wolfwalkers;Tomm Moore, Ross Stewart;2020.10.26;8,219;en
435615;Possessor;Brandon Cronenberg;2020.10.02;6,348;en
666750;Dragonheart: Vengeance;Ivan Silvestrini;2020.02.04;6,812;en
531876;The Outpost;Rod Lurie;2020.06.24;6,898;en
641662;Pieces of a Woman;Kornél Mundruczó;2020.12.30;7;en
647785;Debt Collectors;Jesse V. Johnson;2020.05.29;6,132;en
581600;Spenser Confidential;Peter Berg;2020.03.06;6,53;en
549294;Synchronic;Aaron Moorhead, Justin Benson;2020.10.23;6,326;en
612706;Work It;Laura Terruso;2020.08.07;7,534;en
628917;An American Pickle;Brandon Trost;2020.08.06;5,724;en
579583;The King of Staten Island;Judd Apatow;2020.07.22;7;en
610290;Looks That Kill;Kellen Moore;2020.06.19;7;en
703771;Deathstroke: Knights & Dragons - The Movie;Sung Jin Ahn;2020.08.04;7;en
606679;The High Note;Nisha Ganatra;2020.06.10;7;en
542224;Gretel & Hansel;Osgood Perkins;2020.01.30;6;en
651070;A Fall from Grace;Tyler Perry;2020.01.17;7;en
682110;My Octopus Teacher;James Reed, Philippa Ehrlich;2020.09.04;7,879;en
526702;Black Beauty;Ashley Avis;2020.11.27;8;en
491926;Resistance;Jonathan Jakubowicz;2020.03.27;7;en
621870;Secret Society of Second Born Royals;Anna Mastro;2020.09.25;6,678;en
606625;Follow Me;Will Wernick;2020.07.03;6,251;en
581032;News of the World;Paul Greengrass;2020.12.25;6,959;en
513268;Body Cam;Malik Vitthal;2020.05.19;6,228;en
339095;The Last Days of American Crime;Olivier Megaton;2020.06.05;6,499;en
501979;Bill & Ted Face the Music;Dean Parisot;2020.08.27;5,91;en
696374;Gabriel's Inferno;Tosca Musk;2020.05.29;8,41;en
549514;Fatale;Deon Taylor;2020.12.18;6;en
429422;Capone;Josh Trank;2020.06.26;5;en
737568;The Doorman;Ryûhei Kitamura;2020.10.01;5,808;en
522406;Flashback;Christopher MacBride;2020.10.08;6;en
741011;My First Summer;Katie Found;2020.10.24;8,038;en
673247;The Neighbor in the Window;Menhaj Huda;2020.02.08;7,337;en
595149;Death of Me;Darren Lynn Bousman;2020.10.02;5;en
787428;Two Distant Strangers;Martin Desmond Roe, Travon Free;2020.11.20;7,074;en
568467;Ammonite;Francis Lee;2020.11.13;7;en
662844;Angels Fallen;Ali Zamani;2020.01.14;5,733;en
724989;Hard Kill;Matt Eskandari;2020.09.04;5;en
449756;The Postcard Killings;Danis Tanović;2020.03.13;6,378;en
743904;Curious George: Go West, Go Wild;Michael LaBash;2020.09.08;6;en
594530;Lamp Life;Valerie LaPointe;2020.01.31;7,115;en
650783;The Comeback Trail;George Gallo;2020.11.12;5,86;en
615761;Undine;Christian Petzold;2020.07.01;6,476;de
560008;Minamata;Andrew Levitas;2020.03.13;7;en
661914;One Night in Miami...;Regina King;2020.12.25;7;en
581859;Da 5 Bloods;Spike Lee;2020.06.12;6,475;en
673175;Have a Good Trip: Adventures in Psychedelics;Donick Cary;2020.05.11;6,669;en
774372;ariana grande: excuse me, i love you;Paul Dugdale;2020.12.21;8,017;en
595148;Irresistible;Jon Stewart;2020.07.01;6;en
670428;PG: Psycho Goreman;Steven Kostanski;2020.10.29;6;en
732670;LEGO Star Wars Holiday Special;Ken Cunningham;2020.11.17;6,518;en
576156;The Lovebirds;Michael Showalter;2020.05.22;6,093;en
659991;Made in Italy;James D'Arcy;2020.07.09;6;en
574396;Calm with Horses;Nick Rowland;2020.03.13;6,223;en
644831;Blithe Spirit;Edward Hall;2020.11.10;5,744;en
615115;The Secrets We Keep;Yuval Adler;2020.09.16;6;en
